product_id,0,1,2,3,4,5
7,0.7827401192904565,0.3045875064814926,2.4052794681707703,4.107092326697433,0.11743014546972895,-0.06654824832558463
11,0.07744992790764978,-1.3198867372458123,0.30108474071734875,0.5061339105204,-0.307966780626096,0.011600636174917127
12,-0.2514422886853634,0.567893701043528,-0.13222218608667174,-0.18796967511036863,0.16297053304787248,0.030430118694527813
15,-0.2861238569194985,0.5661080822887844,-0.12876978363802224,-0.18314509908778814,0.1628880084028733,-0.004870994801286674
21,-0.21457963936091756,0.5700775182854351,-0.13630359702700984,-0.1938322167291909,0.1630708550399265,-0.007096663085446711
25,-0.2861238569194985,0.5661080822887844,-0.12876978363802224,-0.18314509908778814,0.1628880084028733,-0.004870994801286674
40,0.21311989638493914,0.6880169344581423,0.8685539264532876,1.5126001662642632,0.14225706396596272,-0.031254876434889514
43,-0.22432738702026045,-0.39235106065138226,-0.10160912207513528,-0.1601710927942336,-0.7986120338049383,-0.009057804436178313
44,-0.12554080981409863,0.5985700133294493,0.11679423719031141,0.23544765842952328,0.15782169561217224,-0.012579799351767403
46,-0.24160444214608903,0.5803543298107915,-0.002220866529361608,0.03149483849156894,0.16026342868899615,-0.0076125629344470196
47,-0.22432738702026045,-0.39235106065138226,-0.10160912207513528,-0.1601710927942336,-0.7986120338049383,-0.009057804436178313
53,-0.2861238569194985,0.5661080822887844,-0.12876978363802224,-0.18314509908778814,0.1628880084028733,-0.004870994801286674
56,0.09300888870787284,-4.292897718789278,0.027619382244122907,-0.018232707877212154,1.1945674996387445,0.0447752217511388
59,-0.17989807112678244,0.5718631370401785,-0.13975599947565934,-0.19865679275177137,0.1631533796849257,0.028204450410367763
60,-0.21457963936091756,0.5700775182854351,-0.13630359702700984,-0.1938322167291909,0.1630708550399265,-0.007096663085446711
63,-0.2861238569194985,0.5661080822887844,-0.12876978363802224,-0.18314509908778814,0.1628880084028733,-0.004870994801286674
65,-0.2861238569194985,0.5661080822887844,-0.12876978363802224,-0.18314509908778814,0.1628880084028733,-0.004870994801286674
67,-0.1527831694616795,-0.3883816246547317,-0.10914293546412288,-0.17085821043563637,-0.7984291871678849,-0.01128347272033835
68,-0.24160444214608903,0.5803543298107915,-0.002220866529361608,0.03149483849156894,0.16026342868899615,-0.0076125629344470196
71,-0.1083538535682015,0.5758325730368291,-0.14728981286464693,-0.20934391039317413,0.16333622632197883,0.025978782126207724
